type,text
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
ham,Send me yetty's number pls.
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
ham,Taka lor. Wat time u wan 2 come n look 4 us?
ham,At home watching tv lor.
ham,ARR birthday today:) i wish him to get more oscar.
ham,Oh really?? Did you make it on air? What's your talent?
ham,Y bishan lei... I tot u say lavender? 
ham,I'm going 2 orchard now laready me reaching soon. U reaching?
ham,Yup
ham,I borrow ur bag ok.
ham,If india win or level series means this is record:)
ham,"Omw back to tampa from west palm, you hear what happened?"
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much."
spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
ham,Wen did you get so spiritual and deep. That's great
ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
ham,Huh so fast... Dat means u havent finished painting?
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  # . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham,Lol enjoy role playing much?
ham,"Edison has rightly said, A fool can ask more questions than a wise man can answer Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
spam,88066 FROM 88066 LOST 3POUND HELP
ham,If you r @ home then come down within 5 min
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
ham,Yes.he have good crickiting mind
ham,Okie
ham,"Carlos took a while (again), we leave in a minute"
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
ham,K.k:)advance happy pongal.
ham,Am not interested to do like that.
ham,Yo we are watching a movie on netflix
ham,I think just yourself ...Thanks and see you tomo
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
ham,Ill be there on  #  ok.
ham,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
ham,No..but heard abt tat..
ham,"I just got home babe, are you still awake ?"
ham,Hurry home. Soup is DONE!
ham,Good morning. At the repair shop--the ONLY reason i'm up at this hour.
ham,Its sarcasm.. .nt scarcasim
ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
ham,"Dear, take care. I am just reaching home.love u a lot."
ham,Did u got that persons story
ham,Anything lar...
ham,K still are you loving me.
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
ham,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
ham,Sorry i'm not free...
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
ham,Tell your friends what you plan to do on Valentines day @ URL
ham,You are not bothering me but you have to trust my answers. Pls.
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm... I love you too, my Lion ... *devouring kiss from across the sea*"
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
ham,And popping # ibuprofens was no help.
ham,If u dun drive then how i go 2 sch.
ham,"House-Maid is the murderer, coz the man was murdered on  # th January.. As public holiday all govt.instituitions are closed,including post office.."
ham,Did you get any gift? This year i didnt get anything. So bad
ham,Oic... I saw him too but i tot he din c me... I found a group liao...
ham,Also remember to get dobby's bowl from your car
ham,I think chennai well settled?
ham,Well if I'm that desperate I'll just call armand again
ham,I cant pick the phone right now. Pls send a message
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,Thank you princess! You are so sexy...
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
ham,If I die I want u to have all my stuffs.
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
ham,excellent. I spent  #  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
ham,Waiting for your call.
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
ham,"Sure thing big man. i have hockey elections at 6, shouldn€˜t go on longer than an hour though"
ham,ALRITE
ham,Tell your friends what you plan to do on Valentines day @ URL
ham,That seems unnecessarily affectionate
ham,If u sending her home first it's ok lor. I'm not ready yet.
spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages all over his arms every five minutes
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
ham,You still at grand prix?
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,"Dizzamn, aight I'll ask my suitemates when I get back"
ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
ham,Hey whats up? U sleeping all morning?
ham,Discussed with your mother ah?
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
ham,I;m reaching in another 2 stops.
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,No plm i will come da. On the way.
ham,Go chase after her and run her over while she's crossing the street
ham,What Today-sunday..sunday is holiday..so no work..
ham,"Edison has rightly said, A fool can ask more questions than a wise man can answer Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
ham,We not leaving yet. Ok lor then we go elsewhere n eat. U thk...
ham,In work now. Going have in few min.
ham,Need a coffee run tomo?Can't believe it's that time of week already
ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
ham,But pls dont play in others life.
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,Ok u can take me shopping when u get paid =D
ham,Hey what are you doing. Y no reply pa..
ham,Dhoni have luck to win some big title.so we will win:)
ham,"K I'm leaving soon, be there a little after 9"
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!"
ham,No it will reach by 9 only. She telling she will be there. I dont know
ham,Yes..gauti and sehwag out of odi series.
ham,At the funeral home with Audrey and dad
ham,Delhi and chennai still silent.
ham,u wait 4 me in sch i finish ard 5..
ham,Rofl. Its true to its name
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
ham,I had askd u a question some hours before. Its answer
ham,I called and said all to him:)then he have to choose this future.
ham,Or ill be a little closer like at the bus stop on the same street
ham,"I can make it up there, squeezed  #  bucks out of my dad"
ham,In da car park 
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
ham,What happen to her tell the truth
ham,u called dad oredi...
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
ham,Gudnite....tc...practice going on
ham,Takin a shower now but yeah I'll leave when I'm done
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*"
